engine_id,health_index,predicted_rul,true_rul,error,alert_level
101,10.2,12.8,13,-0.1999999999999993,CRITICAL
8,10.4,13.0,14,-1.0,CRITICAL
111,10.4,13.0,18,-5.0,CRITICAL
235,10.5,13.1,24,-10.9,CRITICAL
204,10.7,13.4,125,-111.6,CRITICAL
223,10.7,13.4,58,-44.6,CRITICAL
118,10.8,13.5,8,5.5,CRITICAL
180,10.8,13.5,32,-18.5,CRITICAL
103,10.8,13.5,9,4.5,CRITICAL
49,10.9,13.6,24,-10.4,CRITICAL
197,10.9,13.7,36,-22.3,CRITICAL
23,11.0,13.7,26,-12.3,CRITICAL
27,11.1,13.9,76,-62.1,CRITICAL
145,11.2,14.0,59,-45.0,CRITICAL
54,11.3,14.2,125,-110.8,CRITICAL
15,11.3,14.1,12,2.0999999999999996,CRITICAL
58,11.4,14.3,8,6.300000000000001,CRITICAL
188,11.5,14.4,125,-110.6,CRITICAL
154,11.5,14.4,34,-19.6,CRITICAL
86,11.6,14.5,70,-55.5,CRITICAL
143,11.6,14.5,53,-38.5,CRITICAL
69,11.7,14.7,12,2.6999999999999993,CRITICAL
208,11.8,14.8,91,-76.2,CRITICAL
112,11.9,14.9,66,-51.1,CRITICAL
167,12.0,15.0,109,-94.0,CRITICAL
55,12.0,15.0,125,-110.0,CRITICAL
140,12.0,15.0,125,-110.0,CRITICAL
105,12.1,15.1,100,-84.9,CRITICAL
247,12.1,15.1,112,-96.9,CRITICAL
155,12.1,15.1,7,8.1,CRITICAL
130,12.1,15.2,125,-109.8,CRITICAL
165,12.2,15.2,111,-95.8,CRITICAL
13,12.2,15.2,71,-55.8,CRITICAL
219,12.2,15.2,41,-25.8,CRITICAL
38,12.2,15.2,11,4.199999999999999,CRITICAL
158,12.3,15.4,6,9.4,CRITICAL
162,12.3,15.4,84,-68.6,CRITICAL
57,12.4,15.5,97,-81.5,CRITICAL
32,12.4,15.5,22,-6.5,CRITICAL
87,12.4,15.5,94,-78.5,CRITICAL
25,12.4,15.5,39,-23.5,CRITICAL
26,12.4,15.6,92,-76.4,CRITICAL
128,12.5,15.6,125,-109.4,CRITICAL
93,12.6,15.7,125,-109.3,CRITICAL
226,12.6,15.7,88,-72.3,CRITICAL
82,12.7,15.9,10,5.9,CRITICAL
206,12.8,16.0,109,-93.0,CRITICAL
3,12.8,16.0,107,-91.0,CRITICAL
80,12.8,16.0,114,-98.0,CRITICAL
102,12.8,16.1,22,-5.899999999999999,CRITICAL
115,12.9,16.1,125,-108.9,CRITICAL
187,13.0,16.2,24,-7.800000000000001,CRITICAL
16,13.2,16.5,125,-108.5,CRITICAL
41,13.4,16.7,97,-80.3,CRITICAL
184,13.6,17.0,10,7.0,CRITICAL
74,13.6,17.0,89,-72.0,CRITICAL
163,13.7,17.1,95,-77.9,CRITICAL
173,13.8,17.3,8,9.3,CRITICAL
192,14.1,17.6,71,-53.4,CRITICAL
195,14.1,17.6,125,-107.4,CRITICAL
248,14.5,18.1,26,-7.899999999999999,CRITICAL
200,14.6,18.3,96,-77.7,CRITICAL
70,14.7,18.4,33,-14.600000000000001,CRITICAL
50,15.0,18.7,86,-67.3,CRITICAL
47,15.0,18.8,34,-15.2,CRITICAL
71,15.0,18.7,15,3.6999999999999993,CRITICAL
18,15.1,18.9,104,-85.1,CRITICAL
132,15.1,18.9,116,-97.1,CRITICAL
231,15.2,19.0,33,-14.0,CRITICAL
77,15.3,19.2,25,-5.800000000000001,CRITICAL
144,15.6,19.6,125,-105.4,CRITICAL
110,15.8,19.8,59,-39.2,CRITICAL
31,16.0,19.9,6,13.899999999999999,CRITICAL
147,16.4,20.5,56,-35.5,WARNING
89,17.0,21.3,86,-64.7,WARNING
209,17.2,21.6,11,10.600000000000001,WARNING
48,17.5,21.9,45,-23.1,WARNING
83,17.6,22.0,125,-103.0,WARNING
100,17.8,22.3,7,15.3,WARNING
61,18.3,22.8,51,-28.2,WARNING
139,18.5,23.1,125,-101.9,WARNING
14,18.6,23.2,105,-81.8,WARNING
129,18.7,23.4,120,-96.6,WARNING
114,18.7,23.4,14,9.399999999999999,WARNING
44,18.8,23.5,60,-36.5,WARNING
207,18.9,23.6,116,-92.4,WARNING
65,19.1,23.9,12,11.899999999999999,WARNING
229,19.4,24.2,120,-95.8,WARNING
68,19.9,24.9,46,-21.1,WARNING
151,20.5,25.6,31,-5.399999999999999,WARNING
113,20.7,25.9,13,12.899999999999999,WARNING
121,21.1,26.3,41,-14.7,WARNING
120,21.3,26.6,125,-98.4,WARNING
150,22.1,27.6,57,-29.4,WARNING
212,22.3,27.8,76,-48.2,WARNING
159,22.5,28.2,22,6.199999999999999,WARNING
210,23.1,28.9,88,-59.1,WARNING
146,23.1,28.9,100,-71.1,WARNING
198,23.5,29.4,11,18.4,WARNING
177,24.8,30.9,12,18.9,WARNING
135,26.0,32.5,7,25.5,WARNING
185,26.4,32.9,46,-13.100000000000001,WARNING
191,26.5,33.1,125,-91.9,WARNING
78,26.6,33.2,74,-40.8,WARNING
142,27.2,34.0,108,-74.0,WARNING
6,27.6,34.5,78,-43.5,WARNING
88,28.1,35.2,56,-20.799999999999997,WARNING
214,28.6,35.7,89,-53.3,WARNING
224,29.5,36.9,14,22.9,WARNING
190,30.0,37.5,43,-5.5,WARNING
19,31.1,38.9,125,-86.1,WARNING
81,31.3,39.1,96,-56.9,WARNING
137,31.5,39.4,125,-85.6,WARNING
109,31.6,39.5,125,-85.5,WARNING
152,31.7,39.6,88,-48.4,WARNING
174,32.2,40.3,10,30.299999999999997,WARNING
123,32.4,40.4,23,17.4,WARNING
34,33.2,41.5,125,-83.5,WARNING
20,33.5,41.9,82,-40.1,WARNING
46,33.9,42.3,125,-82.7,WARNING
202,34.0,42.5,13,29.5,WARNING
124,35.5,44.4,86,-41.6,WARNING
203,36.2,45.3,125,-79.7,WARNING
134,36.3,45.3,36,9.299999999999997,WARNING
199,36.6,45.8,92,-46.2,WARNING
1,37.6,47.0,22,25.0,WARNING
79,37.9,47.4,78,-30.6,WARNING
30,37.9,47.3,118,-70.7,WARNING
218,39.0,48.8,125,-76.2,WARNING
119,39.9,49.8,109,-59.2,WARNING
37,40.2,50.2,89,-38.8,HEALTHY
43,41.3,51.6,42,9.600000000000001,HEALTHY
29,41.6,52.0,64,-12.0,HEALTHY
90,42.4,53.0,96,-43.0,HEALTHY
4,42.9,53.7,75,-21.299999999999997,HEALTHY
95,43.0,53.8,125,-71.2,HEALTHY
76,43.9,54.9,125,-70.1,HEALTHY
11,44.1,55.2,125,-69.8,HEALTHY
136,44.2,55.3,122,-66.7,HEALTHY
230,44.7,55.9,98,-42.1,HEALTHY
245,44.9,56.1,125,-68.9,HEALTHY
7,45.0,56.2,94,-37.8,HEALTHY
236,45.3,56.6,75,-18.4,HEALTHY
99,45.3,56.6,37,19.6,HEALTHY
189,45.3,56.6,56,0.6000000000000014,HEALTHY
222,45.4,56.8,39,17.799999999999997,HEALTHY
225,45.4,56.7,125,-68.3,HEALTHY
228,45.7,57.2,125,-67.8,HEALTHY
170,47.5,59.4,125,-65.6,HEALTHY
164,47.7,59.7,125,-65.3,HEALTHY
59,47.8,59.8,125,-65.2,HEALTHY
169,48.2,60.3,125,-64.7,HEALTHY
28,48.4,60.5,124,-63.5,HEALTHY
104,48.4,60.5,120,-59.5,HEALTHY
92,48.9,61.1,73,-11.899999999999999,HEALTHY
233,49.3,61.6,110,-48.4,HEALTHY
17,49.4,61.7,125,-63.3,HEALTHY
182,49.7,62.2,116,-53.8,HEALTHY
97,50.7,63.4,105,-41.6,HEALTHY
24,51.3,64.1,125,-60.900000000000006,HEALTHY
153,52.6,65.8,125,-59.2,HEALTHY
106,54.4,68.1,107,-38.900000000000006,HEALTHY
9,54.7,68.3,99,-30.700000000000003,HEALTHY
96,54.8,68.5,71,-2.5,HEALTHY
98,55.0,68.8,113,-44.2,HEALTHY
56,55.1,68.9,67,1.9000000000000057,HEALTHY
64,56.4,70.5,46,24.5,HEALTHY
72,56.7,70.9,125,-54.099999999999994,HEALTHY
141,57.1,71.4,125,-53.599999999999994,HEALTHY
156,57.4,71.8,125,-53.2,HEALTHY
117,58.5,73.1,75,-1.9000000000000057,HEALTHY
75,59.2,74.0,124,-50.0,HEALTHY
149,59.5,74.3,76,-1.7000000000000028,HEALTHY
215,59.9,74.9,125,-50.099999999999994,HEALTHY
201,61.1,76.4,59,17.400000000000006,HEALTHY
205,65.5,81.9,125,-43.099999999999994,HEALTHY
239,66.7,83.4,125,-41.599999999999994,HEALTHY
62,67.9,84.9,33,51.900000000000006,HEALTHY
10,68.0,85.0,125,-40.0,HEALTHY
220,69.8,87.3,125,-37.7,HEALTHY
5,70.9,88.6,125,-36.400000000000006,HEALTHY
246,71.0,88.7,125,-36.3,HEALTHY
60,71.0,88.7,125,-36.3,HEALTHY
166,73.5,91.8,72,19.799999999999997,HEALTHY
107,73.8,92.2,41,51.2,HEALTHY
85,75.3,94.1,115,-20.900000000000006,HEALTHY
125,76.1,95.1,125,-29.900000000000006,HEALTHY
241,77.2,96.6,125,-28.400000000000006,HEALTHY
243,77.5,96.9,118,-21.099999999999994,HEALTHY
52,78.3,97.9,125,-27.099999999999994,HEALTHY
122,78.4,98.0,125,-27.0,HEALTHY
84,83.0,103.7,125,-21.299999999999997,HEALTHY
45,83.8,104.8,85,19.799999999999997,HEALTHY
127,88.3,110.3,125,-14.700000000000003,HEALTHY
63,88.7,110.8,125,-14.200000000000003,HEALTHY
157,95.2,119.0,125,-6.0,HEALTHY
211,96.2,120.3,108,12.299999999999997,HEALTHY
175,97.0,121.2,123,-1.7999999999999972,HEALTHY
39,97.3,121.6,125,-3.4000000000000057,HEALTHY
232,97.7,122.1,125,-2.9000000000000057,HEALTHY
94,97.8,122.2,125,-2.799999999999997,HEALTHY
21,97.8,122.2,91,31.200000000000003,HEALTHY
227,97.9,122.4,125,-2.5999999999999943,HEALTHY
221,98.0,122.5,73,49.5,HEALTHY
